vid	start	stop	label	cid	text
uYzZB4ccG1Q	87.173	92.054	-1.3333333730697632	12	 They haggle around the price; they say things are too expensive
uYzZB4ccG1Q	99.036	102.65	0.0	15	 Now here's where this starts to connect the dots
uYzZB4ccG1Q	95.644	99.777	0.6666666865348816	14	 They avoid investing at the highest possible level
uYzZB4ccG1Q	106.4	109.764	0.6666666865348816	17	 You're wanting them to invest at the highest level
uYzZB4ccG1Q	102.419	106.951	0.0	16	 On the other side, you're wanting people to do that with you
uYzZB4ccG1Q	112.605	136.813	-0.3333333432674408	19	" So, all of a sudden, there's a fundamental disconnect; a misalignment at the core of everything you are doing and that's often why people wonder: ""Why aren't people investing in a way that I want them to?"" So, here's two things you can do to change this dynamic not only so that it shifts energetically but so that you really become the kind of person that's walking your talk"
uYzZB4ccG1Q	109.034	112.717	0.3333333432674408	18	" You're wanting them to value your work and just say ""yes"""
uYzZB4ccG1Q	217.497	225.222	1.6666666269302368	31	 Hope you enjoyed this video; hope it got you to think a little differently and I'll see you again next week
uYzZB4ccG1Q	209.635	217.549	1.6666666269302368	30	 So head on over there; enter your name and email address to get all sorts of amazing training just for being a part of the tribe
ueCWy7aTmyo	91.184	97.622	-1.3333333730697632	11	 The problem is that it falls short when you're trying to address what's happening on the other sites that you're connected with
ueCWy7aTmyo	86.415	91.975	0.6666666865348816	10	 Google Analytics is a great way to address what's going on on your particular site
ueCWy7aTmyo	98.897	106.402	0.3333333432674408	13	 Hummingbird addresses how your website works in context with the other sites around them and in context with the words on your site
ueCWy7aTmyo	97.071	99.577	0.0	12	 And the third one is Hummingbird
ueCWy7aTmyo	113.952	120.5	0.6666666865348816	15	 So there's a couple of major factors that you want to take into consideration before taking your next steps
ueCWy7aTmyo	105.871	114.673	-0.6666666865348816	14	 So if you've woven in key words on your website in a way that's not contextual accurate that's actually going to hurt you as well
ueCWy7aTmyo	133.498	140.744	0.6666666865348816	17	 This report is going to show you the ways that you need to change your website before investing in your next steps
ueCWy7aTmyo	119.959	133.889	0.6666666865348816	16	 You may be interested in this report if you have experienced any problems, if you're looking to invest in the near future in your SEO marketing strategy, or if you've found that you have a dip in traffic and you don't know why
ueCWy7aTmyo	145.69	154.044	1.6666666269302368	19	 These reports are going to give you all of the tools that you need to establish your website in the structure that it needs to be so that you can get ahead
ueCWy7aTmyo	139.744	146.351	0.3333333432674408	18	 It's going to give you a solid foundation to stand on to make sure you're getting the most of your marketing investment
ueCWy7aTmyo	21.991	31.751	0.0	1	 What this means is that what used to work for SEO and what used to work to promote websites to get them to beat their competition no longer is helpful
ueCWy7aTmyo	0.0	22.203	0.0	0	"In this video I'm going to talk a little bit about a problem that a lot of our prospects have been voicing to us, and this is ""what has happened to their rankings, and why has it happened to them?"" So what we've discovered over the last two years since 2011, Google has actually updated their ranking algorithm 71 times"
ueCWy7aTmyo	41.557	49.621	0.6666666865348816	3	 There has been three major updates of the 71 updates that have made the biggest impact on the way that websites rank
ueCWy7aTmyo	31.091	42.497	0.6666666865348816	2	 So, what is it that you can do to find out what's going on behind the scenes on your website to make a big difference to allow you to regain the traffic that you once had
ueCWy7aTmyo	54.068	61.703	0.3333333432674408	5	 You may have heard of these updates in the past and you may have noticed that your rankings have fluctuated a lot over the last little while
ueCWy7aTmyo	49.01	54.819	0.0	4	 The first one is Panda, the second one is Penguin, and the third one is Hummingbird
ueCWy7aTmyo	64.156	73.207	0.0	7	 Is the quality of the content there? Is it not there? Are all your tags and everything that you're doing appropriate? The second one is Penguin
ueCWy7aTmyo	61.282	65.156	0.6666666865348816	6	 Panda addresses what's on your website
ueCWy7aTmyo	77.535	86.826	0.0	9	 So even if the content and everything is perfect on your site, it may not be perfect on the site's that you are linking to and that's going to effect your rankings as well
ueCWy7aTmyo	72.576	78.226	0.6666666865348816	8	 Penguin addresses how your website is linking to other sites and even what they're doing
uea5xJZygsc	29.883	43.605	0.6666666865348816	5	Hip hop started back in 1969. A guy by the name of Don Cambelog put together a group called The Lockers and hip hop goes back as far as Soul Train.
uea5xJZygsc	49.519	67.55	1.6666666269302368	7	There are so many things that add up to what is now and it started way back in 1969 so if you look at hip hop there and you look at hip hop now it has grown and hip hop is my love my heart because I am hip hop.
uxHBEfIhY-E	2.176	15.858	1.0	3	State securities registration and exemption requirements are only pre-empted as to the Tier 2 offering and securities purchased pursuant to the qualified Tier 2 for 1-A offering circular
uxHBEfIhY-E	-0.019	2.588	0.0	2	, state law is pre-empted
uxHBEfIhY-E	19.806	25.037	0.0	5	Also, pre-emption does not extend to broker dealer registration requirements
uxHBEfIhY-E	15.406	19.849	-0.3333333432674408	4	Subsequent resales of such securities are not pre-empted
uxHBEfIhY-E	32.338	39.344	-0.3333333432674408	7	Those states are Florida, Texas, Arizona, New York and North Dakota
uxHBEfIhY-E	24.745	32.959	-0.3333333432674408	6	Five states do not have an issuer broker dealer exemption for public offerings such as a Regulation A offering
uxHBEfIhY-E	38.853	48.314	0.0	8	Also, Alabama and Nevada require that officers and directors that sell securities on behalf of a company, register as an agent
uy9MGhVqCp8	65.363	78.176	0.6666666865348816	11	Always put a call tracking phone number on your card, so that you can look online and see exactly how many people actually called you and listen to those recordings, to make sure your receptionist handled them properly.
uy9MGhVqCp8	54.717	66.073	1.3333333730697632	10	It is the ingredients that make up the card to get the very, very best response possible, then the backend of how you are going to handle those leads when they come in, and even know if you are going to have those leads.
uy9MGhVqCp8	16.105	25.097	0.3333333432674408	1	That includes understanding which list to use, what message to put on your card, what the aesthetics should look like, and what the offer should look like.
uy9MGhVqCp8	26.93	31.741	0.0	3	95% of the people who are interested in your product or service are going to go to your website.
uy9MGhVqCp8	33.106	36.93	-0.3333333432674408	5	Have you ever been to a website and you think, 'I am not doing business with these people.
uy9MGhVqCp8	30.741	34.106	1.3333333730697632	4	You want to make sure that your website does not scare them away.
uy9MGhVqCp8	35.93	42.806	1.0	6	That website is awful'. So it is important that your website looks the part, is as professional as you are.
uyOrVTq8Tjk	0.0	18.132	1.0	0	&gt;&gt; Hello, this is Greg Dees from the Fuqua School of Business at Duke University reporting from Davos 2010. I think the most exciting development over the next decade is going to be the inclusion of social entrepreneurs in solving many of the world's social problems.
uyOrVTq8Tjk	41.796	50.319	0.3333333432674408	3	Social entrepreneurs have been out there working at the grassroots levels developing innovative approaches to do this.
uyOrVTq8Tjk	51.484	57.343	0.6666666865348816	5	And I think we need to learn from what they've accomplished and continue to learn from what they've accomplished.
uyOrVTq8Tjk	64.146	69.346	1.0	7	I think the exciting things are going to be a regular part of the conversation.
uyOrVTq8Tjk	68.576	75.612	2.6666667461395264	8	To me, that's going a take us a leap forward and I'm excited to see that.
uyeQsv2tq44	2.625	7.407	0.6666666865348816	1	 I’m the Project Director at the Microfinance Research Center of Fundacion WWB Colombia.
v0a8N7Y-Vfc	97.649	106.402	1.0	13	I think we have to encourage people, listen to them and not think that it's just somebody that we ought to criticize.
v0a8N7Y-Vfc	17.262	23.311	1.3333333730697632	4	So I have a pretty good perspective for what it means to be engaged in politics.
v0a8N7Y-Vfc	105.751	112.099	0.6666666865348816	14	It takes an awful lot to do that, and they're doing it because they're committed to it.
v1GKBjohgHc	5.629	12.346	-1.3333333730697632	1	Everyone at Out Youth is still coming to terms with the horrible tragedy that occurred over the weekend in Orlando.
v1GKBjohgHc	22.031	29.826	-2.0	3	We also know, that our community in Central Texas is hurting, particularly the clients we serve and their families.
v1GKBjohgHc	12.333	21.834	-1.3333333730697632	2	Our thoughts are with our  LGBTQ family there in Orlando, and our entire community worldwide…. struggling to make sense of this terrible act of violence.
v1GKBjohgHc	37.746	47.526	2.0	5	Our hope is that we can continue to come together, to create safe-places for young people everywhere to positively and safely be themselves.
v1GKBjohgHc	29.415	37.508	2.3333332538604736	4	We want young people and their families to know that they have a safe place in Out Youth to fearlessly be themselves.
v2DFe9X-jCY	49.229	58.042	-0.3333333432674408	10	If a soul, chosen to lead cannot wait on Me to do the doing, then whatever they build on will not stand.
v2DFe9X-jCY	162.692	169.608	1.3333333730697632	26	Oh, how important it is for souls to come to Me and for us to be together in this way.
v2DFe9X-jCY	170.185	177.899	0.6666666865348816	27	When they do, they will shine with My Glory and others who are seeking Me will sense their closeness to Me.
v2DFe9X-jCY	80.319	85.729	0.0	14	By My hand I brought you together, by My hand I preserved you.
v2DFe9X-jCY	141.58	149.823	1.3333333730697632	22	"That's strange - all of a sudden my mind is cleared...' The Lord continued,""There is a Truth, My Love."
